北京地区,#genre#
荥经电视台,rtmp://tv.yunxya.com:1937/channellive/yingjing
汶川新闻综合,rtmp://tv.mcrm.org.cn:1935/channellive/tv01
名山电视台,rtmp://tv.yunxya.com:1937/channellive/mingshan

甘肃地区,#genre#
甘南藏语频道,http://play.kankanlive.com/live/1720408280309109.m3u8
白银综合,http://play.kankanlive.com/live/1720408089419110.m3u8

福建地区,#genre#
福州生活,http://live.zohi.tv:80/video/s10001-fztv-3/index.m3u8

山西地区,#genre#
太谷新闻综合,https://p2.vzan.com/slowlive/596867413819827251/live.m3u8?zbid=1725814272&tpid=1516989100&type=0

河北地区,#genre#
邯郸科技教育,https://jwcdnqx.hebyun.com.cn/live/hdkj/1500k/tzwj_video.m3u8?zhebd
兴隆电视台,https://jwcdnqx.hebyun.com.cn/live/xlzh/1500k/tzwj_video.m3u8
邯郸科教,https://jwcdnqx.hebyun.com.cn/live/hdkj/1500k/tzwj_video.m3u8
邯郸公共,https://jwcdnqx.hebyun.com.cn/live/hdgg/1500k/tzwj_video.m3u8
邢台新闻综合,https://jwplay.hebyun.com.cn:443/live/xtsrmtzs/1500k/tzwj_video.m3u8
邢台新闻综合,http://jwplay.hebyun.com.cn/live/xtsrmtzs/1500k/tzwj_video.m3u8

数字频道,#genre#
NewTV家庭剧场,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c59_fast_999_1080P_t10/c59_fast_999_1080P_t10.m3u8?d
CHC-动作电影,http://38.75.136.137:98/gslb/dsdqpub/chcdz.m3u8?auth=testpub
CHC-家庭影院,http://107.150.60.122/live/chcjt.m3u8
CHC-动作电影,http://pplee.vicp.net:4022/udp/233.18.204.174:5140
CHC-家庭影院,http://pplee.vicp.net:4022/udp/233.18.204.173:5140
CHC-动作电影,http://192.151.150.154/live/chcdz.m3u8
CHC-影迷电影,http://pplee.vicp.net:4022/udp/233.18.204.175:5140

新疆地区,#genre#
石河子新闻综合,rtmp://124.88.144.73:1935/live/xwzh

香港地区,#genre#
香港卫视,https://hkstv.tv/api/m3u8-proxy?url=http%3A%2F%2Fwebcast.hkstv.tv%2Flivestream%2Fmutfysrq%2Fplaylist.m3u8
HOY TV,http://173.208.234.146/live/hoy77.m3u8
华视,http://173.208.234.146/live/cts.m3u8
中视菁采,http://173.208.234.146/live/ctvjc.m3u8
台视,http://173.208.234.146/live/ttv.m3u8
中视新闻,http://173.208.234.146/live/ctvnews.m3u8
民视第一台,http://173.208.234.146/live/ftvdy.m3u8
华视新闻资讯,http://173.208.234.146/live/ctsnews.m3u8
Popc,http://173.208.234.146/live/popc.m3u8
台视综合,http://173.208.234.146/live/ttvzh.m3u8
民视,http://173.208.234.146/live/ftv.m3u8
凤凰资讯台,http://173.208.234.146/live/fhzx.m3u8
台视新闻,http://173.208.234.146/live/ttvnews.m3u8
凤凰香港台,http://173.208.234.146/live/fhxg.m3u8

电影轮播,#genre#
周润发,http://173.208.234.146/live/vlzrf.m3u8
邵氏武侠,http://173.208.234.146/live/sswx.m3u8
黄百鸣,http://173.208.234.146/live/vlhbm.m3u8
林正英,http://173.208.234.146/live/vllzy.m3u8
刘德华,http://173.208.234.146/live/vlldh.m3u8

文体频道,#genre#
五星体育,http://pplee.vicp.net:4022/udp/233.18.204.58:5140
